title,ingredients,directions,link,source,NER,site
Quick And Easy Rice Jambalaya,"[""1/4 lb. smoked sausage or kielbasa, sliced"", ""2 boneless chicken breasts, cubed"", ""1 medium onion, chopped"", ""1 small green pepper, sliced"", ""1/2 c. celery, sliced thin"", ""1 (14 1/2 oz.) can tomatoes"", ""1 (10 oz.) pkg. frozen okra"", ""1 (8 oz.) can tomato sauce"", ""2 tsp. Creole seasoning"", ""1 1/2 c. Minute rice (raw)""]","[""In large skillet heat sausage until lightly browned."", ""Add chicken, onion, pepper and celery."", ""Cook and stir until chicken is done."", ""Stir in tomatoes, okra, tomato sauce and seasoning."", ""Bring to a boil."", ""Stir in rice."", ""Cover and remove from heat."", ""Let stand 5 minutes or until liquid is absorbed."", ""Stir and serve.""]",www.cookbooks.com/Recipe-Details.aspx?id=163634,Gathered,"[""chicken breasts"", ""tomatoes"", ""onion"", ""rice"", ""celery"", ""frozen okra"", ""creole seasoning"", ""sausage"", ""green pepper"", ""tomato sauce""]",www.cookbooks.com
Pears With Cashel Blue Cream and Walnuts,"[""4 ounces cream cheese"", ""3 ounces cashel blue cheese"", ""2 -3 tablespoons light cream"", ""1 cup walnuts, roughly chopped"", ""6 ripe pears"", ""1 tablespoon lemon juice"", ""mixed salad green"", ""6 cherry tomatoes"", ""sea salt & fresh ground pepper"", ""walnut halves, to garnish"", ""2 -3 sprigs fresh flat leaf parsley, to garnish"", ""1 lemon, juice of"", ""finely grated lemon rind"", ""1 pinch caster sugar (superfine)"", ""4 tablespoons olive oil""]","[""Mash the cream cheese and Cashel Blue cheese together in a bowl with a good grinding of black pepper, then blend in the cream to make a smooth mixture."", ""Add 1/4 cup chopped walnuts and mix to distribute evenly."", ""Cover and chill until required."", ""Peel and halve the pears and scoop out the core."", ""Put them into a bowl of water with the 1 tbsp lemon juice to prevent them from browning."", ""To make the dressing: whisk the lemon juice, lemon rind, caster sugar and olive oil together and season to taste."", ""Arrange a bed of salad leaves on six plates add a tomato to each and sprinkle over the remaining chopped walnuts."", ""Drain the pears well and pat dry with kitchen paper, then turn them in the prepared dressing and arrange, hollow side up, on the salad leaves."", ""Divide the Cashel Blue mixture between the six halved pears, and spoon the dressing over the top."", ""Garnish each ear with a walnut half and a sprig of flat leaf parsley before serving.""]",www.food.com/recipe/pears-with-cashel-blue-cream-and-walnuts-228813,Recipes1M,"[""blue cheese"", ""tomatoes"", ""lemon juice"", ""pears"", ""walnut halves"", ""cream cheese"", ""lemon rind"", ""mixed salad green"", ""caster sugar"", ""walnuts"", ""light cream"", ""lemon"", ""flat leaf parsley"", ""olive oil"", ""salt""]",www.food.com
Ham And Cheese Baked Frittata,"[""6 Tbsps. Crisco oil"", ""4 cups frozen shredded potatoes"", ""1 1/2 tsp. salt, divided"", ""1/2 tsp. ground pepper"", ""1 lb. baked ham, cut into 1/2 inch cubes"", ""12 eggs"", ""6 Tbsp. milk"", ""1/2 tsp. Italian seasoning"", ""2 cups shredded Cheddar cheese"", ""1 1/2 cups chunky salsa, heated""]","[""Preheat oven to 350 degrees."", ""Heat Crisco oil in 10-12 inch skillet on medium heat."", ""Add potatoes."", ""Sprinkle with 1/2 tsp. salt and pepper."", ""Cook 8 minutes or until almost brown."", ""Add ham. Cook 2-3 minutes more."", ""Turn occasionally with spatula."", ""Blend eggs with milk, Italian seasoning and remaining 1 tsp. salt while potatoes are cooking."", ""Place the potatoes into a 9 x 13 inch casserole dish sprayed with non-stick cooking spray and stir the eggs into the potatoes."", ""Bake covered at 350 degrees for 15 minutes."", ""Remove from oven."", ""Sprinkle with cheese and return to oven."", ""Bake 15 minutes more or until cheese is melted and eggs are set."", ""Turn oven to broil and continue to cook about 2 minutes, or until top is nicely browned."", ""Allow to cool 10 minutes before cutting into 8 squares."", ""Serve topped with heated salsa.""]",www.cookbooks.com/Recipe-Details.aspx?id=7951,Gathered,"[""potatoes"", ""ground pepper"", ""milk"", ""italian seasoning"", ""eggs"", ""cheddar cheese"", ""ham"", ""crisco oil"", ""chunky salsa"", ""salt""]",www.cookbooks.com
Pigs In A Blanket (Blankies From Scratch),"[""2 cups flour (white or whole wheat)"", ""4 teaspoons baking powder"", ""2 tablespoons sugar"", ""1 teaspoon salt"", ""1/3 cup butter or 1/3 cup margarine"", ""3/4 cup milk (any type should work)"", ""12 hot dogs or 12 sausage, to be wrapped""]","[""Sift the dry ingredients in a bowl."", ""Mix in the butter/margarine and milk."", ""On a lightly floured surface, roll out the dough to desired thickness and as wide as the hot dogs to be wrapped are."", ""Wrap the individual hot dogs or sausages in their own blanket."", ""Bake at 425\u00b0F for about 10 minutes or until slightly brown."", ""*If you get to the end of the dough, yet still have more hot dogs left without blankets, it's easy just to roll the wrapped hot dogs between your hand and your work surface to make their blanket thinner, that way you can cut off the excess dough off from either side of the hot dog and combine the ends and roll out another strip of blanket. Maybe you'd like to consider adding a bit of cheese inside the blanket for added flavor.""]",www.food.com/recipe/pigs-in-a-blanket-blankies-from-scratch-452519,Gathered,"[""baking powder"", ""sugar"", ""flour"", ""milk"", ""sausage"", ""butter"", ""salt""]",www.food.com
Croque Madame,"[""2 slices bread"", ""1 slice ham"", ""1 slice swiss cheese"", ""1 egg, fried"", ""butter""]","[""Spread butter on the two sides of the slices of bread."", ""Put the slice of ham and cheese between the bread, making a sandwich."", ""You can either bake or grill the sandwich."", ""Top the sandwich with a fried egg and enjoy!""]",www.food.com/recipe/croque-madame-170294,Gathered,"[""bread"", ""egg"", ""swiss cheese"", ""ham"", ""butter""]",www.food.com
Apple Pie,"[""2 can Apple Pie Filling"", ""1 tbsp cinnamon"", ""2 tbsp margarine"", ""2 tbsp granulated sugar"", ""2 1/2 cup all-purpose flour"", ""1/2 cup shortening"", ""1/4 cup unsalted butter"", ""4 tbsp cold water"", ""1/4 margarine""]","[""In a small saucepan on low heat combine the apple pie filling, cinnamon, sugar and 2 tbsp margarine."", ""In a mixing bowl combine 1/4 c. Margarine, 1/4 c. Butter and 1/2 c. Shortening until blended evenly"", ""Mix in flour an water 1 tbsp at a time (do not over knead)"", ""Split dough into 2 portions and roll flat."", ""Using shortening to grease the pie dish lay the first crust in the dish."", ""Once the apples are tender pour the filling into bottom pie crust"", ""Using a pizza cutter or knife cut strips in the second pie crust and lay them on top to create the lattice look."", ""Sprinkle the top with butter, cinnamon, and sugar and bake at 450 for 40-45 minutes.""]",cookpad.com/us/recipes/350822-apple-pie,Recipes1M,"[""sugar"", ""shortening"", ""cinnamon"", ""apple pie filling"", ""cold water"", ""flour"", ""margarine"", ""unsalted butter""]",cookpad.com
Lemon Potato Salad,"[""12 cup olive oil"", ""1 lemon, juiced"", ""2 lbs potatoes, cooked and cut (I like red skin)"", ""1 12 teaspoons oregano"", ""1 12 teaspoons pepper""]","[""Place all in bowl, mix and enjoy.""]",www.food.com/recipe/lemon-potato-salad-451937,Recipes1M,"[""potatoes"", ""oregano"", ""pepper"", ""lemon"", ""olive oil""]",www.food.com
Yellow Tomato Gazpacho In Cucumber Cups,"[""2 garlic cloves"", ""1 scallion, white and green parts, cut into 1-inch pieces"", ""5 pounds yellow tomatoes, cored and seeded"", ""2 yellow bell peppers, cored, seeded, and cut into chunks"", ""3 tablespoons unseasoned rice vinegar"", ""2 teaspoons kosher salt"", ""1 teaspoon black pepper"", ""4 hothouse cucumbers""]","[""Place garlic, scallion, tomatoes, and bell peppers in a food processor; pulse until the vegetables are small chopped pieces. Add rice vinegar, kosher salt, and black pepper; chill. Cut cucumbers crosswise into 1-inch pieces; use a melon-baller to make small cups (be careful not to break through bottoms of cucumbers). Spoon gazpacho into cucumber cups; serve.""]",www.myrecipes.com/recipe/yellow-tomato-gazpacho-1,Gathered,"[""black pepper"", ""hothouse cucumbers"", ""scallion"", ""rice vinegar"", ""yellow bell peppers"", ""kosher salt"", ""yellow tomatoes"", ""garlic""]",www.myrecipes.com
Pancakes,"[""1 egg"", ""1 cup buttermilk"", ""2 tablespoons oil"", ""1 cup flour"", ""1 tablespoon sugar"", ""1 teaspoon baking powder"", ""1/2 teaspoon baking soda"", ""1/2 teaspoon salt""]","[""Blend all ingredients."", ""Brush griddle lightly with oil and heat."", ""Drop by spoonfuls onto hot griddle."", ""When the pancake bubbles, flip it over."", ""Cook the other side until lightly browned.""]",www.food.com/recipe/pancakes-44853,Gathered,"[""buttermilk"", ""oil"", ""egg"", ""sugar"", ""baking powder"", ""baking soda"", ""flour"", ""salt""]",www.food.com
Lemon Nut Bread,"[""2 1/4 c. flour"", ""1 c. sugar"", ""1 Tbsp. baking powder"", ""1/2 tsp. salt"", ""1 c. chopped nuts"", ""1 egg"", ""2 to 4 tsp. grated lemon peel"", ""3/4 c. evaporated milk"", ""1/2 c. water"", ""1/4 c. melted butter""]","[""Blend flour, sugar, baking powder, salt and nuts."", ""Set aside. Combine egg with lemon peel and beat well."", ""Combine with remaining liquid ingredients in order."", ""Beat well."", ""Add the liquid mixture all at once to the dry ingredients and stir until just moistened. Turn into 2 buttered loaf pans.""]",www.cookbooks.com/Recipe-Details.aspx?id=599359,Gathered,"[""egg"", ""baking powder"", ""sugar"", ""water"", ""flour"", ""nuts"", ""milk"", ""butter"", ""salt""]",www.cookbooks.com
"Crab Rangoon (Or Really, Krab Rangoon)","[""12 ounces crabmeat (or Krabmeat, if that's what you can get)"", ""8 ounces cream cheese (one standard package)"", ""2 tablespoons sour cream"", ""2 green onions, sliced thin"", ""1 tablespoon garlic powder"", ""1 tablespoon soy sauce"", ""12 teaspoon sugar"", ""40 wonton wrappers, square (1 package, from the produce section of the grocery store)"", ""1 -2 liter frying oil (peanut or canola)""]","[""Beat together the cream cheese, garlic powder, and sugar until smooth."", ""Scrape down the sides of the bowl and add the sour cream, c(K)rab, soy sauce, and sliced green onions."", ""Beat until combined."", ""Prepare a work space - you will need a surface that can be dried intermittently to fill the wrappers , a cookie sheet (and probably backup sheets) lined with wax paper to receive the filled wrappers, a small dish of water to moisten the wrappers so that they seal after being filled, and a towel to keep your workspace clean and dry."", ""You will also need a paper towel-lined cookie sheet to place the fried rangoon on to drain after frying."", ""Fill the wrappers by laying out six individual wrappers onto your prepared work surface."", ""Place about a teaspoon of filling into the middle of each wrapper."", ""Moisten the outside edges of the wrapper with water and then pinch opposite sides of the wrapper together above the filling."", ""Alternately, you could fold the wrapper into triangles."", ""Secure the seams of the wrapper by pressing the moistened edges together."", ""Place onto the wax paper-lined cookie sheet in a single layer."", ""Heat the oil to 350 Farenheit in a heavy bottomed pan on the stove over medium-high heat."", ""Regardless of the width of the pan you should have 1\"" to 2\"" of oil in the bottom at all times."", ""When the oil has reached the proper temperature, carefully drop individual rangoon into the hot oil."", ""Do not overcrowd the rangoon - there should only be a single \""layer\"" in the oil at a given time."", ""Using a metal utensil (a slotted spoon or metal spider basket), turn the rangoon when they are browned on one side."", ""When they are golden brown and delicious on both sides, remove the cooked rangoon to a paper towel-lined cookie sheet to drain and cool."", ""If you are frying a portion of the rangoon and freezing the remainder for later, you will have best results if you place a single layer of the raw, filled rangoon on the wax paper-lined cookie sheet, ensuring that they aren't touching one another."", ""Freeze the rangoon solid on the sheet and then put into a freezer bag, label, and return to the freezer."", ""Then, whenever the urge to fry some up strikes you can take just the number you want from the freezer bag and leave the rest for later."", ""Enjoy!""]",www.food.com/recipe/crab-rangoon-or-really-krab-rangoon-453512,Recipes1M,"[""oil"", ""sour cream"", ""sugar"", ""soy sauce"", ""green onions"", ""wonton wrappers"", ""cream cheese"", ""crabmeat"", ""garlic""]",www.food.com
Passion Fruit And Coconut Panna Cotta,"[""1/3 cup milk"", ""1 packet unflavored gelatin (1/4 oz)"", ""2 1/2 cups half and half"", ""1/3 cup white sugar"", ""1 1/4 teaspoons vanilla extract"", ""1/2 cup sweetened, shredded coconut"", ""1/2 cup passion fruit preserves""]","[""In a small bowl, add half of the gelatin packet to 1/6 cup of milk and set aside. Combine 1 1/4 c. half/half with 1/6 c. of sugar and coconut in a small saucepan and bring to a boil. Pour the gelatin/milk mixture into the saucepan and whisk until dissolved. Cook for 1 minute, remove from heat, add 3/4 tsp. vanilla extract, and stir. Let sit for a minute before dividing the mixture equally between 6 ramekin dishes, martini glasses, or whatever kind of glass that would be convenient. Cover with plastic wrap and let cool in the refrigerator for one hour."", ""In the small bowl, add the remaining gelatin to 1/6 cup of milk and set aside. Combine 1 1/4 c. half/half with 1/6 c. of sugar and passion fruit preserves in a small saucepan and bring to a boil. Pour the gelatin/milk mixture into the saucepan and whisk until dissolved. Cook for 1 minute, remove from heat, add 1/2 tsp. vanilla extract, and stir. Let cool for a minute. Pour this mixture over the coconut layer in each of the panna cottas. Cover again with plastic wrap and let harden in the fridge for several hours before serving.""]",food52.com/recipes/29954-passion-fruit-and-coconut-panna-cotta,Gathered,"[""unflavored gelatin"", ""shredded coconut"", ""vanilla"", ""milk"", ""white sugar"", ""passion fruit preserves""]",food52.com
PB and Apple Wrap,"[""1 flour tortilla (6 inch)"", ""1 Tbsp. PHILADELPHIA Cream Cheese, softened"", ""1 Tbsp. creamy peanut butter"", ""1/2 of a medium apple, sliced (about 1/2 cup) Safeway 1 lb For $0.99 thru 02/09""]","[""Spread tortilla evenly with cream cheese and peanut butter."", ""Top with apples."", ""Roll up and serve."", ""Or, roll up, wrap tightly in plastic wrap and refrigerate until ready to serve.""]",www.kraftrecipes.com/recipes/pb-apple-wrap-65970.aspx,Recipes1M,"[""philadelphia cream cheese"", ""apple"", ""peanut butter"", ""flour tortilla""]",www.kraftrecipes.com
Gummy Worm Jello,"[""2 pkgs. Jello (any flavor)"", ""1 pkg. gummy worms or bears""]","[""Fix jello as usual in a ring mold. Let cool in refrigerator until thick a little then add the gummy worms. Refrigerate until set.""]",www.cookbooks.com/Recipe-Details.aspx?id=45053,Gathered,"[""gummy worms"", ""jello""]",www.cookbooks.com
